user_id,song_id,weight
703680,155818,1347.5771771277687
801034,674816,1510.6247673677365
975852,181501,1468.334651717716
563786,589532,851.0657406434979
680731,173540,1191.0723112273854
580347,467336,4456.034573132148
510457,683627,3850.1447973826816
427619,139708,1284.1734940230845
582638,111351,1213.562224647299
677984,222168,689.2722853875922
763494,116583,1376.2414421497292
565110,776827,723.9751395102138
229032,576192,552.3089778940521
789430,858686,450.682096173622
792900,697735,1450.277081342328
806119,720021,769.8091713176498
185660,358492,2633.2590154034297
703102,892846,3227.405009408496
886976,359964,600.9645334496076
228705,744225,1705.2644456147373
685281,168036,861.4790486726163
457281,676985,2354.925696606519
687507,79564,680.9166702017444
976288,853711,2954.179213713045
834376,660710,2428.9459742310482
652344,412048,1350.99771205364
567610,695522,2282.9410580945532
757732,561824,2781.678336072106
880154,289302,2497.757319953389
87420,368515,684.91891941452
656073,500298,1817.1763020793007
233136,230551,1739.1101393342378
23425,168259,1736.5375493226236
267531,712748,1862.5341333220772
500785,600576,1145.6746921797665
464862,681692,1298.7118764447769
175764,731273,640.9166702017444
485906,682351,4934.694435313535
564202,830738,1687.0355400050803
39784,432562,325.111092058957
708871,945506,726.4405286961912
960886,124092,3397.405095698604
617317,481574,2873.507967793042
432054,232504,1011.8916119266862
888088,178147,772.1032550024859
827484,175115,2423.871819424107
101403,810856,1528.1719149569892
198599,930630,1669.3500035350776
184614,885751,1102.9076286465172
168685,991132,1784.775644560719
360936,181501,557.9640223470866
594395,467336,3052.5345731321477
960230,944806,1151.059857659448
983077,453204,1168.0688694929681
914527,19394,1159.2424892425167
134594,361613,3666.2798070648814
257737,322436,745.8443880705838
514611,742056,731.2919236304863
90287,46897,527.7041751496267
960206,155818,738.4541002046917
196165,323222,1063.0018350369091
847891,545918,2002.4961871963778
927322,634974,1943.3534223384968
728367,610392,599.8422461867351
138760,354754,642.181564766639
383577,43041,877.6845657999872
756469,203088,2099.1852089985687
263144,419839,1472.6984725417992
688290,810856,1334.9634892363683
229999,173540,1322.3389778940523
873523,71619,951.5363432970466
826268,477242,947.9983336363491
196767,405050,3920.983127553916
956139,429815,1395.0585981662532
853921,247498,1011.7166167829411
642482,209007,1279.7206058010288
192054,947232,1584.6741952853563
991436,950081,4919.936564100949
402936,359220,1848.4218397633654
73483,343176,609.3805160872855
665395,696504,572.768068803143
94128,191805,1578.982407845743
733443,784640,225.4504413086863
145024,149616,1352.9475871312084
87420,357060,868.1044491302823
939428,443963,1638.7042481643225
845022,172970,856.1959344157913
73989,442208,3804.099808839611
748236,43055,1446.5509421797665
961715,780093,381.88675567183
789805,753436,1339.157029842104
321379,361613,1925.8707161557904
298171,137151,672.5984883835625
473629,964047,3219.5391000107415
961018,278805,415.6691667217469
922821,845427,1875.8842714803213
746758,543648,1197.1217027733853
199796,923116,1234.5114741603209
567276,361613,2717.0979888830634
787431,76576,478.74810832883475
809388,421331,556.4341811460846
956839,530632,1439.3280255130999
645071,272457,1084.186250621325
497095,958530,987.268068803143
303215,325011,1541.7356835470737
616654,166845,1825.8163853014596
402769,429117,1216.7688418396306
387838,789786,2086.3746625639924
280445,278805,1359.1807520876005
921397,845427,865.3720763583701
5545,138995,588.2717685917266
269328,843807,710.8223594492059
815960,358032,726.3798112273855
581089,175115,1486.5157588180464
258600,343176,1822.45783834987
826214,124092,2696.4273179208258
511970,378771,907.3423112273855
930675,569289,1158.421646357664
235465,677576,1390.9650498580702
826533,665162,1968.6208826559568
63167,457602,692.1021402872145
749492,122935,1653.5319470817274
115791,99737,973.1205774056517
348711,494777,625.3113190311759
457220,23763,3040.40687579195
87432,873790,570.4498869849613
878123,935585,1601.2637397988142
749597,695522,3695.2458199993152
155431,668467,1656.6337119366053
843911,156463,1183.502074730102
733993,301921,1284.425183427649
173252,259282,1020.1183019033762
304970,40691,2574.5534223384966
667644,930577,412.97854311144346
291936,218845,584.4673112273855
853921,208721,1432.2978667829411
809698,172970,1487.7186616885185
212905,342381,993.8553193574669
548651,879365,499.3173112273855
40242,332403,925.6693227216383
629589,440242,1282.7335860445223
572442,926341,754.4245106283269
862066,853711,2433.845880379712
690928,698415,2039.3391366242108
880154,961450,1533.731426873644
838520,361613,2254.0001627961065
950278,181501,1515.425560808625
705172,984203,942.904612814687
525454,282435,3394.8570016094673
94085,697735,1704.1354146756614
742254,887902,788.4323790568428
204933,736860,978.3197337080056
418840,22989,443.44707313214735
459393,302116,671.1935307395806
387451,11502,2564.5335810686556
127948,443525,766.8614169184424
162715,975724,1144.9122387636173
233407,175115,2612.7384860907737
720908,172767,1180.3198474592696
738689,940986,37.8458199993153
443869,159780,861.2756445607188
965700,158396,708.6470731321474
760280,430087,3055.636284862037
535656,699356,771.423825836807
545414,64135,1468.980382891695
706244,184702,488.15443243950665
14468,530577,1457.8336808333893
473629,831838,2989.2468318433816
927895,156463,1171.3033169661269
321379,569772,363.5692051667794
714063,444328,3404.2477338749136
413789,442208,3074.018856458659
328648,442180,1913.5253437862248
844831,825117,2174.6942051667793
652162,530577,1479.5296515293599
35301,581871,2441.852033449608
51309,200862,908.4125493226236
690928,622212,1944.9437117876096
709789,569289,1965.7300087270019
307077,853711,2331.2551827052935
583366,322141,744.9864632741691
770147,964615,626.337359268775
485327,530632,1014.3552032134482
390708,919754,529.1312001162744
500243,580528,525.8690789041532
105101,155818,1207.5676533182448
592059,835492,2166.8909546382383
35301,19394,2285.6551876552153
609299,513102,713.5137397988141
922821,222168,1929.5490862951362
606675,118072,1232.9170651854515
388163,576534,986.7698931228592
292139,795806,392.9200890051633
428585,203088,1858.3614839431361
921538,866793,1899.3252788344912
269980,545860,1749.6609259460004
739689,443963,807.8236926087669
544870,62959,1932.683977894052
230844,30048,3717.2152496710555
133694,429117,878.0783656491542
872098,65027,657.2442435945352
304321,88581,1564.7280255131
922821,670344,1764.0101974062472
602086,417921,969.0635233485975
50241,929648,435.08028348946107
523601,940359,1568.134700233728
428998,477958,1667.9680688031433
386252,490812,1931.0556596864512
527585,530577,1450.9618859615944
672075,203088,4651.4594637411155
549879,719852,1387.614960800035
517910,853711,2325.045880379712
674938,923116,1281.0729359543407
379468,839768,1364.7280255130997
629329,359220,704.6526089941348
738689,139708,528.9103361283476
836445,714905,2460.0111518070953
728654,576534,713.1658539551727
162306,839864,1274.441667726742
677058,961450,3371.727550904652
696596,429815,1517.1263637340187
865119,810856,2207.972780757855
702370,864193,1439.8707425999346
889386,342381,1274.805319357467
12778,676985,1018.434392258693
748236,683627,3007.2231945952253
146050,882140,2782.649011606652
860559,343176,699.643813959626
501724,103828,937.512251703576
629275,371227,618.0271597122339
767243,810856,1593.3537331388075
648669,720245,1206.4866374685203
873523,352427,1121.6091567849287
411817,419839,1512.0354688787957
379357,528099,2307.134865468017
500846,156463,1522.3870921517048
984969,107765,688.2724149159797
31327,753436,1413.3525185639087
144919,59550,984.9185017035759
52441,825117,1314.4214778940523
17180,531167,4198.954492844218
113887,720245,4525.185474677823
798629,366172,2667.933977894052
180375,257446,2145.6746344597086
677984,998913,660.3189156243864
991074,244124,1176.9310605732776
202511,404332,2023.7597018958072
749597,817206,3103.1804064654807
540926,146545,1753.5043267312612
754834,341932,948.3865698672963
84252,558292,475.93546191231695
680396,707607,1893.5747199190175
208192,558834,1215.9241748921759
899692,259282,903.9840524319173
578454,685284,565.9174194524937
759507,875661,830.8453415304158
619310,337599,1120.5017427519333
685281,860465,518.1246300679652
51230,697735,1939.5449384851852
5545,964615,885.8172231371811
46049,322436,1870.8197634459593
560178,282435,5244.141092518558
865119,695522,2375.964867618363
478885,693469,1348.836932610004
197033,20822,2346.097961982179
519266,918042,8284.408422338496
900442,768391,2132.0476142576886
731718,257446,1335.6450890051633
703680,785196,1471.5802957235096
779448,637840,1169.8312001162744
366716,222168,1143.3587363481583
412878,853711,2287.7435547983164
569729,947182,1145.8586358967882
213799,750287,1048.4699485715041
905328,289302,2428.892978868118
394550,969697,5445.927159712234
10146,133019,950.9325800711922
914075,481574,3070.1913011263755
25155,306419,1181.2182802196335
837400,637196,541.1756445607188
212905,741090,604.7325073058169
485420,276693,4484.04001237681
617317,550395,2185.9652997331327
471115,628744,442.7312001162744
308024,417021,1096.1651528511704
368320,512900,514.0547143281607
901815,477242,2106.7403048434367
704863,877336,1028.2635233485976
780239,458201,1018.9560367175816
233229,589663,1189.3423112273854
448583,590338,1304.8708826559568
465371,720021,1136.8672927499279
479968,43965,814.3395765636751
290643,2282,1061.0992217964913
473629,964047,3219.5391000107415
287882,625262,1231.216120751195
751813,156463,1554.541360444388
12180,158427,761.6839778940522
218067,720021,899.177159712234
440649,683627,2390.1041469761776
583366,290726,1213.6512001162744
